overall_score,composite_score,smoothness_score,responsiveness_score,accuracy_score,efficiency_score,slope_changes,lag_error,avg_error,false_reversals,correlation,noise_reduction,execution_time,success_rate,iteration,generation,program_id,strategy,strategy_key,output_dir
0.293870263216392,0.371233996625054,0.08361204013377926,0.5255495947066156,0.14327128269807252,1.0,219.2,0.9027699955857507,1.7341575790069992,182.2,0.14327128269807252,0.0,0.03960123062133789,1.0,62,5,7b444e39-235a-49be-93ed-e31a0269c76b,MAP-Elites,map_elites,openevolve_output
0.38987798748202884,0.42000321782831856,0.23255813953488372,0.5348590041057663,0.3768253622186232,1.0,66.0,0.8696516134600849,1.241821020768923,55.2,0.3768253622186232,0.0,0.0023355960845947267,1.0,9,2,85143d42-d1e0-4677-a453-1195e4d68e0d,Best-of-N,best_of_n,openevolve_output/best_of_n
0.28841990855618593,0.3785366670502786,0.04899559039686428,0.5942469992853571,0.13603061828350788,1.0,388.2,0.6828019345534813,1.563394446669443,319.4,0.13603061828350788,0.0,0.01442580223083496,1.0,10,2,9639ac73-731a-4ade-8253-adc7afaecf36,Beam Search,beam_search,openevolve_output/beam_search
0.2920670355336965,0.3758250186359742,0.0625782227784731,0.5681730159926031,0.14610691761806083,1.0,299.6,0.7600272660837152,1.6619602841679098,246.2,0.14610691761806083,0.0,0.02310938835144043,1.0,11,2,dc115667-d0c1-4add-ae2e-88c75e4d3622,MCTS,mcts,openevolve_output/mcts
