overall_score,composite_score,smoothness_score,responsiveness_score,accuracy_score,efficiency_score,slope_changes,lag_error,avg_error,false_reversals,correlation,noise_reduction,execution_time,success_rate,iteration,generation,program_id,strategy,strategy_key,round,output_dir
0.35118415267797665,0.39187336021999625,0.06501950585175552,0.6395541117177922,0.407154537098135,1.0,287.6,0.5635893533919726,1.2360165636525804,234.2,0.407154537098135,0.0,0.004021787643432617,1.0,20,2,b1f803f9-2a6f-4c76-9cf9-6c9efa0f66be,MAP-Elites,map_elites,round2,openevolve_output_round2
0.2959181817157873,0.3702629492604189,0.09225092250922509,0.5109405741382963,0.14681408754887354,1.0,196.8,0.9571747686832364,1.6957499837553027,161.2,0.14681408754887354,0.0,0.009934759140014649,1.0,1,1,c81f1dcf-ab83-4a7f-8606-291af2a1c128,Best-of-N,best_of_n,round2,openevolve_output_round2/best_of_n
0.2903276384592561,0.3709747876912923,0.059808612440191394,0.5201934638376923,0.14988000447350439,1.0,314.4,0.9223617163940651,1.6602533550849625,258.4,0.14988000447350439,0.0,0.009829044342041016,1.0,5,1,4c16fe31-ab2b-4957-81d8-dc0808982666,Beam Search,beam_search,round2,openevolve_output_round2/beam_search
0.34424918599370435,0.3843607087836814,0.06954102920723226,0.5949030965529959,0.38298348319392667,1.0,267.6,0.680946032713946,1.345993515418347,222.2,0.38298348319392667,0.0,0.01567215919494629,1.0,8,1,8a867280-9725-4184-8af6-bbec730db778,MCTS,mcts,round2,openevolve_output_round2/mcts
