split,problem_id,problem_index,strategy,strategy_raw,combined_score,mse_train_score,raw_mse_train,negative_mse,iteration,generation,can_run,optimization_success,program_id,parent_id,result_file
chem_react,CRK4,4,map_elites,openevolve,8.522445801543705,,,-2.0029921605615883e-09,147,3,,False,be79da73-10a9-47a8-b246-9569b4fdc9b4,c8f41fea-5e84-4e1a-b8fd-799a26aef632,problems/chem_react/CRK4/openevolve_output/best/best_program_info.json
chem_react,CRK5,5,beam_search,beam_search,8.116391096474,,,-6.649074723109834e-09,10,2,,False,aa615995-9795-4a72-aecb-6f8592befe28,db76b10e-4b37-443b-bc81-724594fb7eff,problems/chem_react/CRK5/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK5,5,mcts,mcts,8.030821352606566,,,-8.314909662475436e-09,35,2,,False,1c027efc-f625-4728-bbda-a75c3c1bf28a,76b75ea2-2222-4536-8531-52301d41dba0,problems/chem_react/CRK5/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK5,5,best_of_n,best_of_n,4.905684338097922,,,-1.2424551162150254e-05,9,2,,False,786b56a2-eff5-4f05-8ec7-56758adbdf0d,4fc45267-e869-4d53-89a9-daf505f1c1e9,problems/chem_react/CRK5/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK5,5,map_elites,openevolve,8.745801474837162,,,-7.955542249493594e-10,198,5,,False,2de13681-8e6a-415c-8e02-7e3ec0b7d0e0,70976b8d-8d1b-425d-9a88-aa18f20d3a6f,problems/chem_react/CRK5/openevolve_output/best/best_program_info.json
chem_react,CRK6,6,beam_search,beam_search,7.033446824484221,,,-9.158767435940067e-08,37,5,,False,92030105-18a7-4397-8009-3f230aebde70,ae8483e8-8a7c-4cb9-9272-207de759df54,problems/chem_react/CRK6/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK6,6,mcts,mcts,7.2533440419922774,,,-5.480279576780511e-08,91,2,,False,1fadcf0f-5098-452b-bdfc-7ca27bcbd868,92434da3-5fb0-4644-8b48-30e47ad38646,problems/chem_react/CRK6/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK6,6,best_of_n,best_of_n,5.298907090918995,,,-5.023500677035727e-06,9,2,,False,99aed23f-cc8d-4ea0-9ba0-0f1158cec4eb,3bbbfc11-5e67-4830-b369-a3d8d73a5ce7,problems/chem_react/CRK6/openevolve_output/best_of_n/best/best_program_info.json
chem_react,CRK6,6,map_elites,openevolve,7.3876983282883595,,,-3.99545041086011e-08,128,9,,False,bdb9b899-ff46-4ec1-8bdd-d66002e668f0,d47dcf95-fb87-4e9f-9b36-7c2e148f2e66,problems/chem_react/CRK6/openevolve_output/best/best_program_info.json
chem_react,CRK7,7,beam_search,beam_search,7.575376169881308,,,-2.558421435571356e-08,54,7,,False,851d6a73-5a3b-44b4-9d09-823a00912abf,85b3e7f1-17c0-40ab-a569-fc330facd842,problems/chem_react/CRK7/openevolve_output/beam_search/best/best_program_info.json
chem_react,CRK7,7,mcts,mcts,7.180385302781384,,,-6.501075457173727e-08,2,1,,False,81699f49-0789-4311-814c-30676317135c,d8aed5d3-5f4c-46d4-be69-9cb850b44abf,problems/chem_react/CRK7/openevolve_output/mcts/best/best_program_info.json
chem_react,CRK7,7,best_of_n,best_of_n,5.153749741127472,,,-7.017596231523718e-06,9,2,,False,586a227c-8678-4094-ae04-8885ed0dfec5,d948ad00-c9b0-45d8-9d6c-0109587e5281,problems/chem_react/CRK7/openevolve_output/best_of_n/best/best_program_info.json
